Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr00560		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Spain	Raquetas Puerto, Almeira								1,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00561		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00562		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00563		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00564		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00565		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00566		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00567		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00568		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00569		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00570		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00571		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00572		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00573		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00574		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00575		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00576		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00577		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00578		Amphipoda	Ampithoidae	Ampithoe	riedli	Krapp-Schickel	1968			Italy	NW Sardinia								0,5					Algen	Algen	31.iii.2015
ZFMK Cr00579		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00580		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli															31.iii.2015
ZFMK Cr00581		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00582		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Spain	Raquetas Puerto, Almeira								1,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00583		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00584		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00585		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00586		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00587		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00588		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								0,5					Algen	Algen	31.iii.2015
ZFMK Cr00589		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00590		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00591		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00592		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00593		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00594		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00595		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00596		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Marettimo, W-Sicilia													Algen	Algen	31.iii.2015
ZFMK Cr00597		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00598		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00599		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00600		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00601		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00602		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00603		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00604		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00605		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00606		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00607		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00608		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00609		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00610		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00611		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00612		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli															31.iii.2015
ZFMK Cr00613		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00614		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ganzirri, Messina, Sicilia													Laminaria	Laminaria	31.iii.2015
ZFMK Cr00615		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00616		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00617		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	Milne-Edwards	1830			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00618		Amphipoda	Ampithoidae	Ampithoe	helleri	Karaman	1975			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00619		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00620		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00621		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Marettimo, W-Sicilia								1,5					Algen	Algen	31.iii.2015
ZFMK Cr00622		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Marettimo, W-Sicilia								1,5					Algen	Algen	31.iii.2015
ZFMK Cr00623		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Marettimo, W-Sicilia								1,5					Algen	Algen	31.iii.2015
ZFMK Cr00624		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00625		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00626		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00627		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Trottoir		31.iii.2015
ZFMK Cr00628		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								0,2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00629		Amphipoda	Dexaminidae	Dexamine	thea	Boeck	1861			Italy	NW Sardinia, Cala dragonara								7					Posidonia	Posidonia	31.iii.2015
ZFMK Cr00630		Amphipoda	Dexaminidae	Dexamine	spinosa	Montagu	1813			Italy	NW Sardinia								1,5					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00631		Amphipoda	Dexaminidae	Dexamine	spinosa	Montagu	1813			Italy	NW Sardinia, Cala dragonara								7					Posidonia	Posidonia	31.iii.2015
ZFMK Cr00632		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00633		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								7					Posidonia	Posidonia	31.iii.2015
ZFMK Cr00634		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Corallina	Corallina	31.iii.2015
ZFMK Cr00635		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00636		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								5					Algengemisch	Algengemisch	31.iii.2015
ZFMK Cr00637		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								1,5					Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr00638		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								0,5					Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr00639		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken + Hydroiden	Seepocken + Hydroiden	31.iii.2015
ZFMK Cr00640		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5							31.iii.2015
ZFMK Cr00641		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Höhlenwand								7							31.iii.2015
ZFMK Cr00642		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00643		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00644		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Posidoniablätter	Posidonia	31.iii.2015
ZFMK Cr00645		Amphipoda	Dexaminidae	Dexamine	spinosa	Montagu	1813			Italy	NW Sardinia, Cala dragonara								7					Posidonia	Posidonia	31.iii.2015
ZFMK Cr00646		Amphipoda	Dexaminidae	Dexamine	spinosa	Montagu	1813			Italy	NW Sardinia, Cala dragonara								2					Sphaerococcus	Sphaerococcus	31.iii.2015
ZFMK Cr00647		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara							0	0							31.iii.2015
ZFMK Cr00648		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00649		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia								4					Dictyota dichotoma	Dictyota dichotoma	31.iii.2015
ZFMK Cr00650		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								1					Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00651		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2,5					Cutleria, Rotalgen	Cutleria, Rotalgen	31.iii.2015
ZFMK Cr00652		Amphipoda	Dexaminidae	Dexamine	spinosa	Montagu	1813			Italy	NW Sardinia, Cala dragonara								2					Algengemisch		31.iii.2015
ZFMK Cr00653		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00654		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00655		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00656		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								0,5					Padina, Halimeda	Padina, Halimeda	31.iii.2015
ZFMK Cr00657		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								2					Stein		31.iii.2015
ZFMK Cr00658		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00659		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00660		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00661		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00662		Amphipoda	Dexaminidae	Dexamine	thea	Boeck	1861			Italy	NW Sardinia, Cala dragonara								0,5					Padina	Padina	31.iii.2015
ZFMK Cr00663		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								8					Microcosmos	Microcosmos	31.iii.2015
ZFMK Cr00664		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Algengemisch		31.iii.2015
ZFMK Cr00665		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								0,75					Algengemisch		31.iii.2015
ZFMK Cr00666		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00667		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								1					Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr00668		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Algengemisch		31.iii.2015
ZFMK Cr00669		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Padina, Halimeda	Padina, Halimeda	31.iii.2015
ZFMK Cr00670		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken ohne Bewuchs	Seepocken	31.iii.2015
ZFMK Cr00671		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00672		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00673		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2,5					Cutleria, Rotalgen	Cutleria, Rotalgen	31.iii.2015
ZFMK Cr00674		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								5					Algengemisch		31.iii.2015
ZFMK Cr00675		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								0,5					Corallina	Corallina	31.iii.2015
ZFMK Cr00676		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara							0	0							31.iii.2015
ZFMK Cr00677		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								4					Codium	Codium	31.iii.2015
ZFMK Cr00678		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Codium	Codium	31.iii.2015
ZFMK Cr00679		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00680		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Italy	NW Sardinia, Cala dragonara								2					Halopteris, Corallina	Halopteris, Corallina	31.iii.2015
ZFMK Cr00681		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00682		Amphipoda	Calliopiidae	Eusiroides	dellavallei	Chevreux	1899			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00683		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00684		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00685		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00686		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cytoseira-Spitzen	Cystoseira	31.iii.2015
ZFMK Cr00687		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00688		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00689		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00690		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00691		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00692		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00693		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00694		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00695		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cytoseira-Spitzen	Cystoseira	31.iii.2015
ZFMK Cr00696		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00697		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00698		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00699		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00700		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00701		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cytoseira-Spitzen	Cystoseira	31.iii.2015
ZFMK Cr00702		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00703		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00704		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00705		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00706		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00707		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia Porto, Napoli								2					Dictyopteris membranacea	Dictyopteris membranacea	31.iii.2015
ZFMK Cr00708		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Ischia Porto, Napoli													Cytoseira-Spitzen	Cytoseira-Spitzen	31.iii.2015
