Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr00398		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976			Greece	N-Kreta													Schattenalgen	Schattenalgen	31.iii.2015
ZFMK Cr00399		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976			Greece	N-Kreta								2,5					Jania	Jania	31.iii.2015
ZFMK Cr00400		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Greece	N-Kreta								2,5					Jania-Bürsten	Jania-Bürsten	31.iii.2015
ZFMK Cr00401		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta, Agios Nikolaos								0,5	24.iv.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00402		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862			Greece	S-Kreta								1-2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00403		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Greece	N-Kreta								2,5					Jania-Bürsten	Jania-Bürsten	31.iii.2015
ZFMK Cr00404		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Greece	S-Kreta								1-2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00405		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855			Greece	N-Kreta								2,5					Jania	Jania	31.iii.2015
ZFMK Cr00406		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	S-Kreta								1-2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00407		Amphipoda	Ampithoidae	Sunamphitoe	pelagica	H. Milne Edwards	1830			Greece	N-Kreta													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00408		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta, Agios Nikolaos								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00409		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	N-Kreta								2,5					Jania, + H. camptonyx	Jania, + H. camptonyx	31.iii.2015
ZFMK Cr00410		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Greece	N-Kreta								0,5-1					Epiphyten		31.iii.2015
ZFMK Cr00411		Amphipoda	Dexaminidae	Guernea	coalita	Norman	1868			Greece	N-Kreta								2,5					Jania-Bürsten	Jania-Bürsten	31.iii.2015
ZFMK Cr00412		Amphipoda	Photidae	Gammaropsis	crenulata	Schickel & Myers	1979			Greece	N-Kreta								2,5					Jania	Jania	31.iii.2015
ZFMK Cr00413		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Greece	N-Kreta								4					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00414		Amphipoda	Stenothoidae	Stenothoe	monoculoides	Montagu	1815			Greece	Kreta								0-4					Mischprobe, + S. tergestina		31.iii.2015
ZFMK Cr00415		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	S-Kreta, Makrigialos								1-2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00416		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Greece	Kreta, Agios Nikolaos							0	0					Corallina	Corallina	31.iii.2015
ZFMK Cr00417		Amphipoda	Photidae	Gammaropsis	crenulata	Schickel & Myers	1979			Greece	N-Kreta								4					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00418		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	Kreta, Agios Nikolaos							0	0					Corallina	Corallina	31.iii.2015
ZFMK Cr00419		Amphipoda	Aoridae	Lembos	websteri	Bate	1857			Greece	N-Kreta								4					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00420		Amphipoda	Dexaminidae	Guernea	coalita	Norman	1868			Greece	N-Kreta								4					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00421		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Greece	N-Kreta													Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00422		Amphipoda	Lysianassidae	Lysianassa	costae	H. Milne Edwards	1830			Greece	S-Kreta								1-2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00423		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	Kreta, Agios Nikolaos								0,5	24.iv.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00424		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	Kreta, Agios Nikolaos								0,5	24.iv.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00425		Amphipoda	Aoridae	Lembos	websteri	Bate	1857			Greece	N-Kreta								2,5					Jania	Jania	31.iii.2015
ZFMK Cr00426		Amphipoda	Aoridae	Microdeutopus	stationis	Della Valle	1893			Greece	Kreta, Agios Nikolaos								0,5							31.iii.2015
ZFMK Cr00427		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789			Greece	O-Kreta								0,5	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00428		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	O-Kreta								0-1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00429		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00430		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Greece	Kreta, Agios Nikolaos								0,5							31.iii.2015
ZFMK Cr00431		Amphipoda	Caprellidae	Caprella	liparotensis	Haller	1879			Greece	Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00432		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Greece	N-Kreta								1					Schattenalgen	Schattenalgen	31.iii.2015
ZFMK Cr00433		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	Kreta, Agios Nikolaos								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00434		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	O-Kreta								1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00435		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	O-Kreta								0,5	24.iv.1976				Schwämme, Cystoseira	Schwämme, Cystoseira	31.iii.2015
ZFMK Cr00436		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	O-Kreta								0,5	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00437		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	O-Kreta								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00438		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta, Agios Nikolaos								0,5	24.iv.1976						31.iii.2015
ZFMK Cr00439		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00440		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Greece	O-Kreta									17.v.1976				Schwämme	Schwämme	31.iii.2015
ZFMK Cr00441		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00442		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Greece	Kreta													Oberfl. Algen	Oberfl. Algen	31.iii.2015
ZFMK Cr00443		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	N-Kreta								1					Schattenalgen	Schattenalgen	31.iii.2015
ZFMK Cr00444		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Greece	Kreta, Agios Nikolaos													Oberfl. Algen	Oberfl. Algen	31.iii.2015
ZFMK Cr00445		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	O-Kreta								1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00446		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00447		Amphipoda	Aoridae	Lembos	websteri	Bate	1857			Greece	O-Kreta								0,5					Schwämme	Schwämme	31.iii.2015
ZFMK Cr00448		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	Kreta								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00449		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00450		Amphipoda	Ischyroceridae	Ischyrocerus	inexpectatus	Ruffo	1959			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00451		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00452		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862			Greece	Kreta													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00453		Amphipoda	Ischyroceridae	Jassa	marmorata	Holmes	1905			Greece	Kreta, Agios Nikolaos															31.iii.2015
ZFMK Cr00454		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Greece	Kreta													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00455		Amphipoda	Calliopiidae	Apherusa	mediterranea	Chevreux	1911			Greece	Kreta									1976				Brandungstümpel		31.iii.2015
ZFMK Cr00456		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	Kreta													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00457		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00458		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta, Agios Nikolaos									1976						31.iii.2015
ZFMK Cr00459		Amphipoda	Ampithoidae	Ampithoe	ferox	Chevreux	1901			Greece	Kreta									1976				Cystoseira, Epiphyten, Brandung	Cystoseira	31.iii.2015
ZFMK Cr00460		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00461		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	Kreta								1-4							31.iii.2015
ZFMK Cr00462		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	SO-Kreta								1,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00463		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00464		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Greece	Kreta													Cystoseira, Brandung	Cystoseira	31.iii.2015
ZFMK Cr00465		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Greece	Kreta								0,5	25.iv.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00466		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	Kreta													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00467		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	S-Kreta, Makrigialos								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00468		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00469		Amphipoda	Maeridae	Elasmopus	pectenicrus	Bate	1862			Greece	Kreta, Agios Nikolaos													fadige Algenoberfläche		31.iii.2015
ZFMK Cr00470		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Greece	Kreta								1,5	1976				Algen	Algen	31.iii.2015
ZFMK Cr00471		Amphipoda	Lysianassidae	Lysianassina	longicornis	Lucas	1846			Greece	N-Kreta, Agios Nikolaos													Oberflächenalgen + Aspidien	Oberflächenalgen + Aspidien	31.iii.2015
ZFMK Cr00472		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Greece	Kreta 1, Agios Nikolaos									1976						31.iii.2015
ZFMK Cr00473		Amphipoda	Dexaminidae	Triteata	gibbosa	Bate	1862			Greece	O-Kreta								0,5	17.v.1976				Schwämme	Schwämme	31.iii.2015
ZFMK Cr00474		Amphipoda	Calliopiidae	Apherusa	alacris	Krapp-Schickel	1969			Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00475		Amphipoda	Amphilochidae	Amphilochus	neapolitanus	Della Valle	1893			Greece	N-Kreta								1					Schattenalgen	Schattenalgen	31.iii.2015
ZFMK Cr00476		Amphipoda	Ampithoidae	Ampithoe	sp.					Greece	Kreta								0-4					Algen + Kies	Algen	31.iii.2015
ZFMK Cr00477		Amphipoda	Aoridae							Greece	O-Kreta								1	17.v.1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00478		Amphipoda	Maeridae	Elasmopus	sp.					Greece	Kreta								1	1976				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00479		Amphipoda	Ampithoidae	Ampithoe	sp.					Greece	Kreta								0-4					Algen	Algen	31.iii.2015
ZFMK Cr00480		Amphipoda	Ampithoidae	Ampithoe	cf. ferox					Greece	Kreta								1					Algen + Kies	Algen	31.iii.2015
ZFMK Cr00481		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Trottoir		31.iii.2015
ZFMK Cr00482		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								7							31.iii.2015
ZFMK Cr00483		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Trottoir		31.iii.2015
ZFMK Cr00484		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								1,5					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00485		Amphipoda	Ampithoidae	Ampithoe						Italy	Ischia Porto, Napoli													Oberflächengrünalge	Oberflächengrünalge	31.iii.2015
ZFMK Cr00486		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								1,5					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00487		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								3					Posidonia-Rhizoide	Posidonia-Rhizoide	31.iii.2015
ZFMK Cr00488		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Oberflächengrünalge	Oberflächengrünalge	31.iii.2015
ZFMK Cr00489		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Pantelleria								10					Algengemisch		31.iii.2015
ZFMK Cr00490		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Pantelleria								6					Algengemisch		31.iii.2015
ZFMK Cr00491		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Pantelleria								5					Algen	Algen	31.iii.2015
ZFMK Cr00492		Amphipoda	Ampithoidae	Ampithoe						Italy	Ischia-Castello								1					Hydroiden	Hydroiden	31.iii.2015
ZFMK Cr00493		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia								1					Corallina	Corallina	31.iii.2015
ZFMK Cr00494		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW-Ischia, Napoli								30					Posidonia	Posidonia	31.iii.2015
ZFMK Cr00495		Amphipoda	Ampithoidae							Italy	Ischia, Lacco Ameno								5					Hydroiden	Hydroiden	31.iii.2015
ZFMK Cr00496		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken ohne Bewuchs	Seepocken	31.iii.2015
ZFMK Cr00497		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Pantelleria								5					Algen	Algen	31.iii.2015
ZFMK Cr00498		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2,5					Posidonia-Rhizome	Posidonia-Rhizome	31.iii.2015
ZFMK Cr00499		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia, Napoli													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00500		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00501		Amphipoda	Ampithoidae							Italy	Ischia Porto, Napoli													Oberflächenalge grün	Oberflächengrünalge	31.iii.2015
ZFMK Cr00502		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia-Castello								1-2					Posidonia-Rhizome	Posidonia-Rhizome	31.iii.2015
ZFMK Cr00503		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00504		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ganzirri, stretto									x.1973				Laminaria ochroleuca	Laminaria ochroleuca	31.iii.2015
ZFMK Cr00505		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Pantelleria								7					Algen	Algen	31.iii.2015
ZFMK Cr00506		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ganzirri									x.1973				Sargassum in Spalten	Sargassum	31.iii.2015
ZFMK Cr00507		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2					Halopteris, Corallina	Halopteris, Corallina	31.iii.2015
ZFMK Cr00508		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Portugal	Faro									3.x.1973				Valonia	Valonia	31.iii.2015
ZFMK Cr00509		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00510		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								4					Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00511		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00512		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								4					Codium	Codium	31.iii.2015
ZFMK Cr00513		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,2					Hydroiden	Hydroiden	31.iii.2015
ZFMK Cr00514		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								6					Kalkfels		31.iii.2015
ZFMK Cr00515		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00516		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5							31.iii.2015
ZFMK Cr00517		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Padina und Colpomenia	Padina und Colpomenia	31.iii.2015
ZFMK Cr00518		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara													Algengemisch		31.iii.2015
ZFMK Cr00519		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00520		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Padina und Colpomenia	Padina und Colpomenia	31.iii.2015
ZFMK Cr00521		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								3					Posidonia-Rhizome	Posidonia-Rhizome	31.iii.2015
ZFMK Cr00522		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr00523		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken ohne Bewuchs	Seepocken	31.iii.2015
ZFMK Cr00524		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00525		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								3					Posidonia-Rhizome	Posidonia-Rhizome	31.iii.2015
ZFMK Cr00526		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1,5					Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr00527		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr00528		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia							0	0					Jania	Jania	31.iii.2015
ZFMK Cr00529		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir + Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00530		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Falkenbergia, Corallina, Halimeda	Falkenbergia, Corallina, Halimeda	31.iii.2015
ZFMK Cr00531		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2					Sphaerococcus	Sphaerococcus	31.iii.2015
ZFMK Cr00532		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2,5					Cutleria, Rotalgen; Hyperadult	Cutleria, Rotalgen	31.iii.2015
ZFMK Cr00533		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00534		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00535		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2					Algengemisch		31.iii.2015
ZFMK Cr00536		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Catania, Sicilia													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00537		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Krustenalgen	Krustenalgen	31.iii.2015
ZFMK Cr00538		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia								1					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00539		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken ohne Bewuchs	Seepocken	31.iii.2015
ZFMK Cr00540		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00541		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00542		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Padina, Halimeda	Padina, Halimeda	31.iii.2015
ZFMK Cr00543		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr00544		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr00545		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								3					Algengemisch		31.iii.2015
ZFMK Cr00546		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826	Krapp		Italy	NW Sardinia, Cala dragonara								0,5					Colpomenia; coll Dittrich	Colpomenia	31.iii.2015
ZFMK Cr00547		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								1					Padina	Padina	31.iii.2015
ZFMK Cr00548		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00549		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								2					Codium	Codium	31.iii.2015
ZFMK Cr00550		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken ohne Bewuchs	Seepocken	31.iii.2015
ZFMK Cr00551		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00552		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00553		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00554		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr00555		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00556		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00557		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ischia Porto, Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00558		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Italy	Ganzirri, Messina, Sicilia													Laminaria	Laminaria	31.iii.2015
ZFMK Cr00559		Amphipoda	Ampithoidae	Ampithoe	ramondi	Audouin	1826			Spain	Raquetas Puerto, Almeira													Cystoseira, überkrustet	Cystoseira	31.iii.2015
